"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Margin of Error","±1,059","","±1,205","±810","±615","±655","±895","±825","±1,733","±1,764","±476","±510","","±2,374","±595","±831","±810","±301","±1,850","±1,499","±524","±813","±983","","±673","±776","±2,353","±1,493","±1,396","±1,935","","±3,060","±3,124","","±2,991","","±892","±2,539","±3,442","±3,658","±3,987"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.7%","","46.9%","79.0%","79.5%","79.3%","81.9%","81.3%","72.7%","54.6%","23.8%","6.2%","","62.3%","65.9%","58.6%","62.8%","65.2%","72.2%","65.6%","70.7%","61.7%","76.9%","","83.1%","70.6%","69.1%","63.7%","57.4%","76.6%","","53.0%","81.6%","","47.2%","","76.6%","66.3%","72.8%","76.4%","83.8%"
"        Margin of Error","±0.3","","±1.3","±1.2","±1.1","±0.9","±0.6","±0.7","±1.1","±1.2","±0.9","±0.5","","±0.3","±4.4","±2.2","±2.6","±7.7","±2.0","±2.0","±1.0","±0.3","±0.3","","±0.5","±0.5","±1.0","±1.8","±1.8","±1.2","","±1.4","±0.3","","±1.3","","±0.3","±1.3","±0.8","±0.5","±0.7"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.7%","","39.8%","72.1%","74.6%","76.0%","79.1%","79.0%","70.7%","52.9%","23.1%","5.9%","","59.5%","57.8%","53.1%","60.1%","55.7%","69.1%","60.4%","66.8%","58.9%","73.6%","","79.2%","68.0%","66.5%","60.5%","55.1%","74.2%","","45.8%","78.9%","","42.8%","","73.8%","62.7%","69.8%","73.4%","81.7%"
"        Margin of Error","±0.3","","±1.3","±1.3","±1.2","±1.0","±0.7","±0.7","±1.0","±1.1","±0.9","±0.5","","±0.3","±4.7","±2.3","±2.9","±9.1","±2.1","±2.1","±1.0","±0.3","±0.4","","±0.5","±0.5","±0.9","±1.9","±1.8","±1.2","","±1.3","±0.3","","±1.4","","±0.4","±1.2","±0.9","±0.6","±0.7"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.3%","","15.0%","7.6%","5.1%","3.3%","3.0%","2.7%","2.8%","3.0%","2.7%","4.3%","","4.2%","8.5%","9.2%","3.1%","11.5%","4.1%","7.6%","5.1%","4.0%","3.8%","","3.9%","3.6%","3.5%","5.1%","3.4%","3.0%","","13.4%","2.8%","","9.0%","","3.2%","5.4%","3.9%","3.3%","2.1%"
"        Margin of Error","±0.2","","±1.4","±0.8","±0.7","±0.4","±0.3","±0.3","±0.4","±0.5","±0.5","±1.9","","±0.2","±2.9","±1.8","±1.6","±8.4","±1.0","±1.5","±0.6","±0.2","±0.2","","±0.3","±0.3","±0.4","±1.1","±0.9","±0.5","","±1.1","±0.2","","±1.0","","±0.2","±0.7","±0.4","±0.3","±0.3"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,215,498","","668,335","860,864","897,480","872,810","1,644,531","1,672,220","863,073","793,651","1,113,365","829,169","","7,455,063","1,420,485","26,526","575,618","3,534","549,830","184,442","1,553,013","6,524,597","7,604,629","","3,780,958","3,823,671","1,342,273","302,568","263,726","775,979","","856,391","6,615,105","","655,199","","6,743,765","648,402","1,611,167","1,986,954","2,497,242"
"        Margin of Error","±2,116","","±2,262","±947","±834","±915","±874","±800","±4,832","±4,747","±731","±608","","±8,345","±2,898","±1,362","±2,189","±442","±8,417","±4,091","±1,182","±1,490","±1,197","","±1,061","±905","±7,566","±4,173","±3,817","±6,069","","±8,628","±8,778","","±5,941","","±1,188","±6,092","±11,576","±8,055","±14,727"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.2%","","39.9%","76.1%","85.0%","85.3%","84.5%","82.8%","74.7%","58.3%","26.6%","6.7%","","65.4%","60.7%","65.0%","66.2%","74.6%","72.2%","70.1%","70.9%","64.7%","79.5%","","83.9%","75.2%","75.8%","74.5%","68.1%","78.9%","","51.2%","84.4%","","43.5%","","79.9%","61.8%","74.1%","81.0%","87.6%"
"        Margin of Error","±0.1","","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","","±0.1","±0.3","±2.2","±0.4","±4.2","±0.5","±0.8","±0.2","±0.1","±0.1","","±0.1","±0.2","±0.3","±0.6","±0.6","±0.3","","±0.4","±0.1","","±0.4","","±0.1","±0.5","±0.3","±0.2","±0.1"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61.2%","","32.0%","67.2%","79.0%","80.6%","80.3%","79.1%","71.4%","56.0%","25.7%","6.5%","","62.3%","51.9%","58.9%","63.4%","70.4%","67.6%","63.4%","66.2%","61.8%","74.9%","","78.8%","71.1%","71.6%","69.7%","63.6%","75.1%","","38.2%","80.9%","","37.5%","","75.9%","56.1%","68.7%","76.6%","85.1%"
"        Margin of Error","±0.1","","±0.4","±0.4","±0.4","±0.3","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","","±0.1","±0.3","±2.4","±0.4","±5.3","±0.5","±0.9","±0.2","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.7","±0.6","±0.4","","±0.4","±0.1","","±0.4","","±0.1","±0.5","±0.3","±0.2","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.9%","","19.0%","11.0%","6.7%","5.2%","4.7%","4.4%","4.4%","4.0%","3.2%","3.2%","","4.5%","14.1%","9.0%","4.2%","5.2%","6.3%","8.9%","6.4%","4.3%","5.5%","","5.7%","5.4%","5.4%","6.5%","6.6%","4.7%","","25.3%","4.0%","","13.6%","","4.9%","9.2%","7.2%","5.1%","2.7%"
"        Margin of Error","±0.1","","±0.5","±0.3","±0.3","±0.2","±0.1","±0.1","±0.2","±0.2","±0.2","±0.5","","±0.1","±0.3","±1.5","±0.3","±3.6","±0.3","±0.7","±0.2","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.4","±0.5","±0.2","","±0.5","±0.1","","±0.5","","±0.1","±0.3","±0.2","±0.1","±0.1"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,273,902","","368,059","475,350","445,665","420,772","820,001","852,467","448,146","419,854","597,215","426,373","","4,473,584","472,270","13,112","121,209","1,984","101,266","90,477","305,387","4,286,438","3,882,255","","1,935,105","1,947,150","697,629","156,147","145,389","396,093","","481,637","3,313,091","","456,191","","3,406,905","346,849","1,059,488","1,041,580","958,988"
"        Margin of Error","±1,840","","±2,089","±1,230","±908","±913","±1,327","±1,192","±3,313","±3,211","±887","±613","","±3,393","±2,412","±847","±1,291","±268","±2,928","±2,606","±601","±1,601","±1,241","","±1,026","±975","±4,976","±3,213","±2,534","±3,959","","±5,474","±5,634","","±4,943","","±1,384","±5,533","±8,269","±6,792","±9,392"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.9%","","43.5%","76.5%","83.2%","82.4%","82.9%","81.4%","73.5%","57.7%","25.4%","6.8%","","63.8%","62.7%","61.9%","63.6%","69.9%","69.2%","65.1%","69.5%","63.6%","78.0%","","82.4%","73.5%","75.4%","73.2%","66.7%","79.4%","","49.4%","83.6%","","42.1%","","78.2%","57.4%","73.2%","81.1%","88.0%"
"        Margin of Error","±0.1","","±0.6","±0.6","±0.4","±0.4","±0.3","±0.3","±0.4","±0.6","±0.4","±0.2","","±0.2","±0.6","±3.0","±1.0","±7.2","±1.1","±1.3","±0.5","±0.1","±0.2","","±0.2","±0.2","±0.4","±0.8","±0.9","±0.5","","±0.6","±0.1","","±0.7","","±0.2","±0.6","±0.3","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.7%","","36.8%","70.1%","78.5%","78.5%","79.3%","78.6%","71.5%","56.3%","24.7%","6.7%","","61.1%","55.9%","58.4%","60.9%","63.1%","65.5%","59.6%","65.4%","60.9%","74.5%","","78.6%","70.3%","71.8%","69.3%","62.5%","76.2%","","39.7%","81.0%","","37.9%","","75.1%","52.1%","69.5%","78.1%","86.2%"
"        Margin of Error","±0.1","","±0.6","±0.6","±0.4","±0.4","±0.3","±0.3","±0.4","±0.6","±0.4","±0.2","","±0.2","±0.7","±3.1","±1.1","±7.8","±1.2","±1.3","±0.6","±0.2","±0.2","","±0.2","±0.2","±0.4","±0.8","±1.0","±0.5","","±0.6","±0.1","","±0.7","","±0.2","±0.6","±0.3","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.8%","","15.2%","8.3%","5.5%","4.6%","4.2%","3.3%","2.7%","2.4%","2.7%","2.2%","","4.1%","10.7%","5.5%","4.1%","9.7%","5.3%","8.3%","5.6%","4.0%","4.4%","","4.4%","4.3%","4.8%","5.4%","6.3%","4.0%","","19.7%","3.1%","","10.1%","","3.8%","9.1%","4.9%","3.5%","1.9%"
"        Margin of Error","±0.1","","±0.7","±0.4","±0.3","±0.3","±0.2","±0.1","±0.2","±0.2","±0.3","±0.5","","±0.1","±0.6","±1.5","±0.6","±4.6","±0.7","±1.0","±0.5","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.5","±0.6","±0.3","","±0.7","±0.1","","±0.5","","±0.1","±0.5","±0.2","±0.2","±0.1"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,492,793","","172,926","227,082","198,583","196,481","375,627","380,420","212,305","203,847","290,141","235,381","","2,277,120","82,179","9,211","60,191","2,445","28,201","33,446","122,164","2,189,548","1,794,345","","905,934","888,411","329,449","76,396","71,773","181,280","","200,789","1,560,067","","167,549","","1,567,263","111,995","429,164","544,105","481,999"
"        Margin of Error","±1,428","","±1,451","±967","±744","±723","±822","±823","±1,915","±1,931","±511","±475","","±2,036","±1,334","±508","±916","±322","±1,520","±1,669","±330","±1,072","±1,059","","±916","±930","±2,838","±1,731","±1,585","±2,317","","±3,611","±3,901","","±2,605","","±1,123","±2,660","±4,545","±3,711","±5,219"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","67.3%","","52.9%","80.5%","87.2%","87.0%","88.2%","86.0%","79.5%","64.1%","28.9%","7.6%","","67.1%","69.5%","62.2%","68.1%","74.0%","76.1%","69.7%","74.3%","66.8%","82.8%","","86.1%","79.3%","82.3%","80.3%","74.5%","86.3%","","54.9%","87.4%","","50.5%","","83.1%","65.5%","78.0%","84.9%","89.7%"
"        Margin of Error","±0.2","","±0.7","±0.5","±0.5","±0.5","±0.3","±0.4","±0.6","±0.6","±0.4","±0.3","","±0.2","±1.2","±3.1","±1.6","±6.2","±2.1","±2.2","±0.8","±0.2","±0.2","","±0.2","±0.3","±0.4","±0.9","±1.0","±0.5","","±0.8","±0.2","","±0.8","","±0.2","±1.0","±0.4","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.7%","","46.3%","75.3%","83.9%","83.8%","85.3%","83.6%","77.7%","62.9%","28.3%","7.5%","","64.8%","62.1%","57.6%","64.8%","68.2%","71.5%","64.4%","69.5%","64.6%","79.9%","","83.0%","76.8%","79.8%","77.6%","72.0%","83.8%","","46.3%","85.3%","","46.3%","","80.6%","60.9%","74.8%","82.4%","88.3%"
"        Margin of Error","±0.2","","±0.7","±0.6","±0.6","±0.5","±0.4","±0.4","±0.6","±0.6","±0.4","±0.3","","±0.2","±1.4","±3.2","±1.7","±5.8","±2.1","±2.2","±0.8","±0.2","±0.2","","±0.3","±0.3","±0.4","±1.0","±1.0","±0.5","","±0.7","±0.2","","±0.8","","±0.2","±1.0","±0.5","±0.3","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.7%","","12.4%","6.3%","3.7%","3.5%","3.1%","2.7%","2.3%","1.9%","1.8%","1.8%","","3.3%","10.6%","6.9%","4.8%","7.8%","5.8%","7.6%","6.3%","3.2%","3.3%","","3.5%","3.2%","3.0%","3.4%","3.4%","2.8%","","15.6%","2.3%","","8.1%","","2.9%","6.9%","4.1%","2.8%","1.4%"
"        Margin of Error","±0.1","","±0.6","±0.4","±0.3","±0.3","±0.2","±0.2","±0.2","±0.2","±0.2","±0.5","","±0.1","±1.2","±1.8","±1.0","±3.7","±1.2","±1.2","±0.6","±0.1","±0.1","","±0.2","±0.1","±0.2","±0.5","±0.5","±0.3","","±0.8","±0.1","","±0.7","","±0.1","±0.6","±0.2","±0.2","±0.1"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,278,846","","161,068","215,499","193,121","189,834","353,313","345,213","190,973","180,498","254,325","195,002","","1,952,073","130,289","19,265","69,036","1,873","50,908","55,402","227,644","1,789,577","1,668,451","","844,134","824,317","314,728","75,152","68,326","171,250","","187,738","1,445,377","","180,489","","1,452,952","127,007","342,822","475,045","508,078"
"        Margin of Error","±1,204","","±1,386","±982","±783","±780","±918","±983","±2,203","±2,226","±623","±491","","±2,331","±1,239","±775","±923","±280","±2,275","±1,799","±538","±852","±1,197","","±923","±875","±2,644","±1,687","±1,572","±2,140","","±3,305","±3,262","","±3,380","","±1,193","±2,865","±3,395","±4,224","±5,290"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","66.7%","","49.2%","80.0%","85.3%","84.7%","84.7%","84.1%","77.2%","62.8%","30.4%","7.6%","","66.5%","66.2%","61.3%","67.8%","74.5%","75.2%","67.9%","73.6%","65.8%","80.8%","","85.3%","76.2%","77.0%","74.0%","68.6%","81.6%","","55.3%","85.4%","","50.2%","","80.9%","65.4%","75.1%","81.8%","87.9%"
"        Margin of Error","±0.2","","±0.7","±0.6","±0.5","±0.6","±0.4","±0.4","±0.6","±0.7","±0.6","±0.3","","±0.2","±0.8","±1.9","±1.4","±5.7","±1.4","±1.3","±0.6","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.1","±1.2","±0.6","","±0.9","±0.2","","±0.8","","±0.2","±0.8","±0.5","±0.3","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.2%","","41.9%","71.1%","79.3%","80.6%","81.4%","81.5%","75.1%","61.4%","29.8%","7.5%","","63.4%","58.9%","56.0%","64.8%","63.3%","70.3%","61.4%","68.1%","63.0%","76.9%","","80.3%","73.4%","74.3%","70.6%","65.9%","79.4%","","46.4%","82.4%","","45.6%","","77.7%","61.3%","71.4%","78.2%","85.6%"
"        Margin of Error","±0.2","","±0.7","±0.8","±0.7","±0.7","±0.4","±0.4","±0.6","±0.7","±0.6","±0.3","","±0.2","±0.9","±1.9","±1.4","±7.1","±1.5","±1.4","±0.7","±0.2","±0.3","","±0.3","±0.4","±0.5","±1.2","±1.3","±0.7","","±0.9","±0.3","","±0.8","","±0.3","±0.9","±0.5","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4.1%","","13.9%","7.6%","4.6%","3.4%","2.9%","2.8%","2.6%","2.3%","1.9%","1.5%","","3.7%","7.8%","7.8%","3.4%","5.8%","5.8%","7.6%","5.7%","3.5%","3.6%","","3.8%","3.5%","3.3%","4.2%","3.8%","2.7%","","15.7%","2.6%","","8.4%","","3.1%","6.2%","4.3%","3.1%","1.7%"
"        Margin of Error","±0.1","","±0.8","±0.5","±0.4","±0.4","±0.2","±0.2","±0.3","±0.3","±0.3","±0.6","","±0.1","±0.8","±1.4","±0.7","±4.9","±0.9","±1.0","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.7","±0.7","±0.3","","±0.9","±0.1","","±0.7","","±0.1","±0.7","±0.3","±0.2","±0.1"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,553,869","","232,463","302,313","301,584","275,983","553,430","584,789","306,498","286,671","424,404","285,734","","3,133,993","279,062","7,651","50,402","2,363","28,740","51,658","105,892","3,063,006","2,611,268","","1,299,603","1,311,665","458,818","107,791","91,976","259,051","","419,237","2,128,293","","415,384","","2,308,955","264,863","733,281","718,774","592,037"
"        Margin of Error","±1,687","","±1,930","±1,332","±1,000","±1,141","±1,344","±1,227","±2,877","±2,970","±755","±614","","±2,354","±1,506","±667","±782","±427","±1,607","±1,741","±729","±1,422","±1,556","","±1,340","±1,126","±4,049","±2,443","±2,037","±3,373","","±6,110","±6,287","","±5,622","","±1,400","±4,816","±5,860","±5,406","±7,749"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.3%","","43.7%","76.9%","80.4%","80.1%","78.9%","73.9%","63.4%","47.8%","22.0%","6.3%","","58.6%","63.9%","54.3%","67.1%","68.9%","75.4%","61.5%","72.1%","58.3%","72.6%","","76.6%","68.6%","74.1%","72.9%","68.0%","76.8%","","42.1%","80.1%","","35.0%","","72.1%","43.7%","66.4%","76.2%","86.6%"
"        Margin of Error","±0.2","","±0.8","±0.6","±0.6","±0.6","±0.4","±0.4","±0.6","±0.6","±0.5","±0.3","","±0.2","±0.7","±3.9","±1.3","±5.8","±2.0","±1.5","±1.0","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.1","±1.1","±0.6","","±0.5","±0.2","","±0.5","","±0.2","±0.7","±0.4","±0.3","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","55.7%","","36.0%","68.1%","74.4%","75.1%","74.4%","71.0%","61.5%","46.5%","21.4%","6.1%","","55.3%","57.2%","47.6%","64.4%","60.0%","69.9%","53.7%","66.4%","55.1%","68.4%","","71.7%","65.2%","70.3%","68.4%","63.4%","73.5%","","32.8%","77.1%","","30.7%","","68.5%","39.0%","62.4%","72.3%","84.4%"
"        Margin of Error","±0.2","","±0.7","±0.6","±0.6","±0.6","±0.5","±0.5","±0.6","±0.6","±0.4","±0.3","","±0.2","±0.7","±4.1","±1.3","±6.1","±2.3","±1.7","±1.0","±0.2","±0.3","","±0.3","±0.3","±0.5","±1.2","±1.2","±0.7","","±0.6","±0.2","","±0.5","","±0.3","±0.8","±0.4","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.6%","","16.8%","9.5%","6.5%","5.4%","5.1%","3.7%","2.9%","2.7%","2.9%","3.3%","","5.1%","9.5%","9.8%","3.2%","5.0%","6.5%","11.4%","5.5%","5.1%","5.1%","","5.4%","4.9%","5.0%","6.0%","6.7%","4.1%","","21.9%","3.4%","","11.8%","","4.5%","10.7%","5.8%","4.4%","2.1%"
"        Margin of Error","±0.1","","±0.8","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","±0.2","±0.4","±0.8","","±0.1","±0.6","±3.5","±0.6","±3.4","±1.5","±1.5","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.6","±0.7","±0.4","","±1.0","±0.1","","±0.6","","±0.1","±0.7","±0.3","±0.2","±0.1"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,682,698","","239,455","318,090","342,951","326,262","581,554","574,271","307,592","294,505","416,721","281,297","","2,351,051","1,144,894","20,837","65,619","1,062","47,627","51,608","170,967","2,237,925","2,745,225","","1,349,518","1,395,707","483,320","112,020","103,267","268,033","","461,908","2,205,168","","361,688","","2,427,135","328,159","804,933","690,756","603,287"
"        Margin of Error","±1,674","","±1,870","±1,337","±963","±1,001","±1,250","±1,093","±2,800","±2,804","±779","±557","","±2,475","±2,092","±858","±1,008","±253","±2,513","±2,204","±686","±1,105","±1,398","","±1,288","±940","±4,302","±2,664","±2,221","±3,420","","±7,042","±7,147","","±5,036","","±1,337","±4,670","±7,946","±5,572","±6,805"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59.5%","","32.7%","70.8%","78.6%","79.2%","79.3%","74.9%","64.3%","50.2%","24.6%","7.5%","","60.1%","57.8%","57.6%","63.8%","58.0%","66.7%","62.1%","66.6%","59.8%","72.5%","","76.2%","68.9%","74.7%","72.8%","69.1%","77.6%","","46.7%","80.1%","","39.0%","","72.7%","50.2%","68.6%","76.7%","85.9%"
"        Margin of Error","±0.2","","±0.8","±0.7","±0.6","±0.6","±0.4","±0.5","±0.6","±0.6","±0.4","±0.3","","±0.2","±0.3","±2.2","±1.1","±9.4","±2.0","±1.7","±1.0","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.1","±1.2","±0.6","","±0.7","±0.2","","±0.7","","±0.2","±0.7","±0.5","±0.4","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","55.2%","","25.2%","61.1%","71.4%","73.2%","74.4%","71.4%","61.6%","48.5%","23.9%","7.3%","","56.7%","51.7%","53.3%","60.9%","42.7%","61.0%","54.8%","61.3%","56.5%","67.5%","","70.2%","64.9%","70.0%","67.1%","63.5%","73.6%","","36.1%","76.2%","","33.4%","","68.3%","43.8%","63.9%","72.2%","83.3%"
"        Margin of Error","±0.2","","±0.7","±0.7","±0.7","±0.6","±0.5","±0.5","±0.6","±0.6","±0.4","±0.3","","±0.2","±0.4","±2.6","±1.2","±11.6","±2.0","±1.8","±1.0","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.3","±1.2","±0.6","","±0.7","±0.2","","±0.7","","±0.2","±0.7","±0.5","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6.5%","","21.9%","11.7%","7.9%","6.6%","5.4%","4.4%","4.1%","3.4%","3.0%","2.5%","","4.8%","10.0%","7.1%","3.7%","10.3%","6.4%","10.9%","6.2%","4.7%","6.1%","","6.5%","5.7%","6.1%","7.5%","7.9%","5.0%","","22.5%","4.1%","","13.7%","","5.4%","12.8%","6.5%","4.9%","2.4%"
"        Margin of Error","±0.2","","±1.2","±0.6","±0.5","±0.4","±0.3","±0.2","±0.3","±0.3","±0.3","±0.5","","±0.2","±0.4","±2.0","±0.8","±9.3","±1.1","±1.7","±0.5","±0.2","±0.2","","±0.2","±0.2","±0.4","±1.0","±0.8","±0.4","","±0.8","±0.1","","±0.8","","±0.2","±0.7","±0.3","±0.2","±0.2"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,114,049","","63,959","75,973","79,467","78,728","152,485","185,468","107,204","103,197","158,281","109,287","","1,060,404","12,791","6,506","12,686","319","2,680","18,663","15,824","1,049,550","782,522","","385,775","396,747","122,669","29,583","21,078","72,008","","89,789","680,660","","105,010","","706,549","41,163","216,314","220,520","228,552"
"        Margin of Error","±637","","±742","±512","±411","±472","±501","±438","±1,593","±1,637","±310","±254","","±802","±689","±444","±477","±88","±379","±915","±119","±600","±476","","±423","±358","±1,663","±1,147","±836","±1,544","","±2,071","±2,053","","±2,127","","±489","±1,463","±2,708","±2,304","±2,866"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","62.9%","","50.4%","80.2%","84.0%","83.8%","84.4%","82.2%","74.3%","59.9%","28.5%","7.0%","","62.9%","70.9%","57.3%","65.2%","79.9%","66.3%","62.3%","69.1%","62.8%","78.8%","","81.7%","75.9%","78.6%","75.6%","71.9%","81.7%","","44.0%","84.1%","","40.0%","","78.6%","50.4%","73.1%","79.8%","87.8%"
